""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"chr"	"symbol"
"FBgn0003517"	5908.36442966647	-2.15391462235587	0.148036380703304	-14.549900586078	5.84879857448784e-48	4.65255373396995e-46	"X"	"sta"
"FBgn0002622"	5569.61628024939	-2.33484084937669	0.160714433423047	-14.5278852661025	8.06726798322506e-48	6.33538260366485e-46	"3R"	"RpS3"
"FBgn0283472"	5007.17250145165	1.67262013100009	0.115134875185711	14.5274846418357	8.11457923619312e-48	6.33538260366485e-46	"3L"	"S6k"
"FBgn0001234"	8291.48148021445	1.29410974069259	0.0894784305484163	14.4628122415754	2.08117673232959e-47	1.60995249605533e-45	"3R"	"Hsromega"
"FBgn0262734"	2721.41022465274	2.02099898506805	0.140059077785164	14.4296179656991	3.36942259703637e-47	2.58281557620097e-45	"X"	"eIF4H1"
"FBgn0036165"	883.022644020291	1.78151025881206	0.123480582257618	14.4274526912684	3.47686766696632e-47	2.64116650160901e-45	"3L"	"chrb"
"FBgn0001105"	3879.94271500561	1.94520449398134	0.135113046253864	14.396866534461	5.41431652925119e-47	4.07620687273626e-45	"X"	"Gbeta13F"
"FBgn0259927"	481.99663038365	1.53259745427525	0.106800338216693	14.3501179852603	1.0635614540676e-46	7.9362390979628e-45	"X"	"CG42450"
"FBgn0064225"	17410.8391691673	-1.90246910011699	0.13280903205352	-14.3248472690496	1.53064223832729e-46	1.13213818891015e-44	"2L"	"RpL5"
"FBgn0284243"	6904.38467896683	-1.00644228366182	0.070268966139444	-14.3227136950415	1.57837492951681e-46	1.1572919483205e-44	"2R"	"betaTub56D"
"FBgn0000163"	1333.25198051314	1.16060364236687	0.0810686810999508	14.3163010254964	1.73094174768486e-46	1.25821558762748e-44	"X"	"baz"
"FBgn0267821"	1096.58596325397	1.53263536232691	0.107244505479136	14.2910385523208	2.48870126415802e-46	1.79356658627183e-44	"2L"	"da"
"FBgn0029666"	529.096673883638	1.80207055987418	0.126209691365573	14.2783849669229	2.98437740413473e-46	2.13256527725967e-44	"X"	"CG10803"
"FBgn0030268"	1688.24493622662	1.21635790010753	0.0852371906907625	14.2702720520252	3.35268149888935e-46	2.37561431921303e-44	"X"	"Klp10A"
"FBgn0003165"	3234.17086559707	1.24659460633497	0.0873808581982136	14.2662206808179	3.55319662276045e-46	2.49671282692634e-44	"3R"	"pum"
"FBgn0033663"	6005.94963812591	-0.96617418682653	0.0679487349800314	-14.2191637137979	6.9680658744259e-46	4.85576293001315e-44	"2R"	"ERp60"
"FBgn0037336"	1495.11722039018	1.12928792683505	0.0796437575206259	14.179239679175	1.23173840376299e-45	8.51312968895864e-44	"3R"	"CG2519"
"FBgn0063491"	304.939922660893	-1.72381427017108	0.121615096523306	-14.1743444642231	1.32070660029613e-45	9.05381955585117e-44	"2R"	"GstE9"
"FBgn0020910"	12117.079071269	-1.77784228273538	0.125651773189545	-14.1489629442277	1.89531683766619e-45	1.28881544961301e-43	"3R"	"RpL3"
"FBgn0266848"	1088.36256586309	1.29439066115887	0.0916273920769438	14.1266779706216	2.60129097888006e-45	1.75472684271333e-43	"X"	"wap"
"FBgn0020622"	2354.02328803273	1.40491894336592	0.0995390414774944	14.1142502731812	3.10298394968002e-45	2.07653656061126e-43	"2L"	"Pi3K21B"
"FBgn0263930"	1712.34016497166	1.32669742055887	0.0940727751040587	14.1028838480776	3.64561809715717e-45	2.4204607712779e-43	"3L"	"dally"
"FBgn0030850"	1506.79910638122	1.32889680442097	0.0942931632870473	14.0932466161469	4.17898804682616e-45	2.75290837584674e-43	"X"	"stas"
"FBgn0002579"	2519.11547570519	-1.36607324764707	0.0969807083063814	-14.0860308354459	4.62855148977063e-45	3.02542218308108e-43	"X"	"RpL36"
"FBgn0002723"	447.077013607961	1.85100756393739	0.131572379150763	14.0683597566963	5.94319061790337e-45	3.85484486847394e-43	"X"	"Met"
"FBgn0261383"	685.284156227276	1.32098144695109	0.0939287507411375	14.0636539560889	6.35199670815697e-45	4.08855238497554e-43	"X"	"IntS6"
"FBgn0014184"	2567.07837858115	1.09216476476736	0.0776961633059311	14.0568686830382	6.9911826939097e-45	4.4658827632611e-43	"2R"	"Oda"
"FBgn0285949"	1797.56286967362	-2.41706958433791	0.172024643127169	-14.0507170391343	7.62579871215332e-45	4.83464170984036e-43	"2R"	"RpL31"
"FBgn0029785"	4700.99748875377	-1.41792476046635	0.101054970264698	-14.0312223807727	1.00405876753645e-44	6.31807725960247e-43	"X"	"RpL35"
"FBgn0005593"	5625.07658732243	-1.86567609241522	0.134061010571558	-13.9166196380369	5.02095187771966e-44	3.13604935058757e-42	"2L"	"RpL7"
"FBgn0261602"	7049.26784789792	-1.0201091264608	0.0733077477362423	-13.9154340156664	5.10491104224835e-44	3.16504484619398e-42	"3L"	"RpL8"
"FBgn0028369"	962.814814083864	1.43322296905538	0.103000106886296	13.9147716675435	5.15242144623162e-44	3.17118376895073e-42	"X"	"kirre"
"FBgn0023407"	2548.51960395342	1.06021603846019	0.0763053973907893	13.894378048127	6.85160742865454e-44	4.18643143756631e-42	"2L"	"B4"
"FBgn0285926"	5250.00800092312	2.18502592298254	0.157743539678573	13.8517617103995	1.24129895856921e-43	7.52995166809753e-42	"X"	"Imp"
"FBgn0036534"	3684.77757796554	1.72409314962332	0.124618128592467	13.8350107572354	1.56713014758283e-43	9.438601003156e-42	"3L"	"DCP2"
"FBgn0030276"	1238.61569007746	1.50749482490573	0.109202533107718	13.8045774397809	2.39170827918615e-43	1.43027547589345e-41	"X"	"Dlic"
"FBgn0028509"	763.230173364356	1.55481370630998	0.112688966066824	13.7973908234102	2.64244771594979e-43	1.56909289724568e-41	"2L"	"CenG1A"
"FBgn0019936"	2801.38930370983	-2.27231571892995	0.165427399774651	-13.7360299564966	6.1771332851047e-43	3.6423488013988e-41	"3R"	"RpS20"
"FBgn0066084"	4387.56897980536	-1.7337087304239	0.126380338255311	-13.7181839703697	7.90199028890889e-43	4.62705431361665e-41	"2R"	"RpL41"
"FBgn0035601"	1226.07162638222	1.17693636714556	0.0858147658981829	13.7148467962025	8.27409739992972e-43	4.81153029491085e-41	"3L"	"Uev1A"
"FBgn0014869"	383.598937614953	-1.68944889930493	0.123475510642387	-13.6824613278819	1.29242675860099e-42	7.46420714282432e-41	"3R"	"Pglym78"
"FBgn0024811"	579.882218034951	1.86863290678677	0.137021415988215	13.6375244213466	2.39555468948704e-42	1.37410320692209e-40	"4"	"Crk"
"FBgn0036518"	4550.09421759164	1.07480066918377	0.0788797438678044	13.6258133771966	2.81259060483732e-42	1.60241648513434e-40	"3L"	"RhoGAP71E"
"FBgn0003371"	1928.90644864195	1.40296500394836	0.102985009789349	13.6230020933925	2.92300511193529e-42	1.65414624857976e-40	"X"	"sgg"
"FBgn0029003"	1653.79221792992	1.55754881167186	0.114429141105861	13.6114699159625	3.42289471287028e-42	1.92412321459482e-40	"X"	"mab-21"
"FBgn0003279"	7787.44068300646	-1.92480133923452	0.141512485169638	-13.6016361872747	3.91574210982239e-42	2.18659188543195e-40	"3R"	"RpL4"
"FBgn0017418"	976.945253657581	1.38218138666152	0.101811602245416	13.5758730456847	5.56763180081572e-42	3.08857048318935e-40	"X"	"ari-1"
"FBgn0265784"	1162.34410822607	1.29313616499918	0.0952840975184165	13.5713744336955	5.92014048337864e-42	3.26265519972867e-40	"X"	"CrebB"
"FBgn0029897"	4194.42597591209	-1.29108087799471	0.0952601656438475	-13.5532084084519	7.58413355481127e-42	4.1525593593616e-40	"X"	"RpL17"
"FBgn0040765"	1825.90596550463	1.63164837037301	0.120462639339946	13.5448499162341	8.49874233401353e-42	4.62255021666722e-40	"2R"	"luna"
"FBgn0262737"	885.970489775021	1.5123747636152	0.111660605048589	13.5443898316429	8.55215647296118e-42	4.62255021666722e-40	"3L"	"mub"
"FBgn0038834"	2370.75920841336	-2.34459787158626	0.173619063625598	-13.5042651574385	1.47578916996744e-41	7.92602183513721e-40	"3R"	"RpS30"
"FBgn0032170"	852.079441210636	1.75500576568822	0.130068996712068	13.4928830855308	1.72231413344456e-41	9.19148909696487e-40	"2L"	"CG4658"
"FBgn0037351"	4923.87958620654	-1.46929221295906	0.109259963262378	-13.4476725882718	3.17715796496813e-41	1.6848928277114e-39	"3R"	"RpL13A"
"FBgn0004838"	11834.3117096215	2.33984500783344	0.174511293855664	13.4079861316523	5.42931878880232e-41	2.86125100169882e-39	"2L"	"Hrb27C"
"FBgn0041210"	1793.36453953709	1.2423863866677	0.0926740623166636	13.4059774181746	5.57834792192626e-41	2.92152979364486e-39	"X"	"HDAC4"
"FBgn0052451"	3215.58791230792	1.4021231989814	0.104840743757945	13.373838726465	8.59861333393654e-41	4.47552516245389e-39	"3L"	"SPoCk"
"FBgn0026372"	5746.98527385602	-1.8396958612838	0.137613393853514	-13.3685814277796	9.22840562799904e-41	4.77385989296245e-39	"3L"	"RpL23A"
"FBgn0040206"	1389.27513334428	1.38951622909932	0.103957202556034	13.3662333627182	9.52431098243963e-41	4.89688964658116e-39	"3R"	"krz"
"FBgn0283499"	4216.83635516258	1.55564986986228	0.116506041763091	13.352525296719	1.14500459780811e-40	5.8513204658897e-39	"3R"	"InR"
"FBgn0265523"	4115.18718793143	1.15438111512134	0.0864603460512552	13.3515671385007	1.15982949025438e-40	5.89137485652105e-39	"X"	"Smr"
"FBgn0083004"	856.640322198266	3.72051932771887	0.279085105291153	13.3311282371643	1.52572657541006e-40	7.7035487927291e-39	"2R"	"snoRNA:Psi28S-1175b"
"FBgn0264078"	779.38308647463	1.38024492546974	0.103574498927214	13.3261076786835	1.63192515495197e-40	8.19071006342563e-39	"X"	"Flo2"
"FBgn0029152"	1097.99156227608	1.36850097808309	0.103195083196938	13.2613002062457	3.88107870851885e-40	1.93640566096041e-38	"3L"	"Mkrn1"
"FBgn0003943"	912.278790966648	-1.68509410597793	0.12721165601989	-13.2463813356416	4.73489063390719e-40	2.34850575441796e-38	"3L"	"Ubi-p63E"
"FBgn0001994"	1820.87910340701	1.60637753840104	0.121485163012599	13.2228290152143	6.47807973350089e-40	3.19433732823857e-38	"2L"	"crp"
"FBgn0085407"	1983.74489424086	1.26945745490597	0.0960996724449937	13.2098000191686	7.70288002171319e-40	3.77620257808637e-38	"2L"	"Pvf3"
"FBgn0000100"	4110.2112985559	-1.84633871373039	0.140324672893805	-13.1576199370703	1.53856459985314e-39	7.49894607281023e-38	"3L"	"RpLP0"
"FBgn0263993"	1775.60569461359	1.29172935789675	0.0982529730379978	13.1469747729383	1.77120223754996e-39	8.58320532587429e-38	"X"	"CG43736"
"FBgn0261504"	69.9072405746832	-4.86634990557516	0.370323589727453	-13.1408045303208	1.92172590064455e-39	9.25942445384848e-38	"3R"	"7SLRNA:CR42652"
"FBgn0039958"	877.376944746176	1.38261571140877	0.105316774093773	13.1281623777966	2.27100735056719e-39	1.08801897613537e-37	"2L"	"CG12567"
"FBgn0259174"	1322.47494625285	1.17258586166565	0.0894362029572204	13.1108636423947	2.85330548089258e-39	1.35926959406137e-37	"3L"	"Nedd4"
"FBgn0052423"	3105.87126383031	1.86650311447485	0.142428932510962	13.1048030871901	3.09063328735976e-39	1.4558782055317e-37	"3L"	"shep"
"FBgn0259171"	881.250837066253	1.29810327171895	0.0990552084750816	13.1048461933782	3.088877839275e-39	1.4558782055317e-37	"X"	"Pde9"
"FBgn0030329"	1810.47949234065	1.50238864204164	0.114773282651459	13.0900555193151	3.75333385755511e-39	1.75822839371693e-37	"X"	"prtp"
