""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"chr"	"symbol"
"FBgn0266019"	5063.9375571363	1.4302846357572	0.194946906914738	7.33679060823852	2.1877647629637e-13	1.68573904576544e-11	"X"	"rudhira"
"FBgn0002723"	870.796650057446	1.60596605129129	0.219760850574022	7.307789568053	2.71572639324022e-13	2.07681602598844e-11	"X"	"Met"
"FBgn0086666"	290.325198370904	2.00537845209056	0.274461681252659	7.30658809250858	2.7401088558604e-13	2.07982441589225e-11	"X"	"snoRNA:Psi28S-2179"
"FBgn0022361"	3823.15335538429	1.68918768252507	0.231448085645992	7.29834372062483	2.91331624464206e-13	2.19491403883366e-11	"4"	"Pur-alpha"
"FBgn0051221"	8375.69409202761	1.41476586771832	0.194244347405464	7.2834339151458	3.2542837289894e-13	2.43377351526112e-11	"3R"	"CG31221"
"FBgn0026206"	12623.4601516654	1.4448603023765	0.199168917195401	7.25444674160166	4.0330692474357e-13	2.99418593545025e-11	"X"	"mei-P26"
"FBgn0014020"	2138.13574716243	1.46302939283314	0.201809130381746	7.24956987855628	4.18097213782973e-13	3.08149765317871e-11	"2R"	"Rho1"
"FBgn0013334"	11117.2890348224	1.3936890441043	0.19233877203038	7.24601196832104	4.29222200874046e-13	3.140733097187e-11	"3R"	"Sap47"
"FBgn0010415"	3264.22911352332	1.44234583186037	0.199239067092284	7.23927216137937	4.51098993842952e-13	3.27723419026905e-11	"2R"	"Sdc"
"FBgn0030520"	1982.62365303427	1.47241090732277	0.203768295006889	7.22590777565759	4.97765474139238e-13	3.59061889182283e-11	"X"	"Pdcd4"
"FBgn0021967"	204.431497455123	-2.05789518236231	0.285103601186101	-7.21806099186738	5.27340654930788e-13	3.77717028260637e-11	"2L"	"ND-PDSW"
"FBgn0010300"	2547.36765581199	1.47580873612836	0.204847851038048	7.20441404998799	5.8293979129078e-13	4.14621022183114e-11	"2L"	"brat"
"FBgn0264794"	731.463346520395	1.6248262722249	0.226872473633672	7.16184844375826	7.95963944083333e-13	5.62204810782748e-11	"4"	"CR44024"
"FBgn0015789"	1143.03732922607	1.53871967944766	0.215337840085352	7.1456074735298	8.95987565216728e-13	6.28488932815127e-11	"X"	"Rab10"
"FBgn0004396"	1376.62510820905	1.47999909646722	0.207683540521799	7.12622238983777	1.03160991782818e-12	7.18664690015785e-11	"3L"	"CrebA"
"FBgn0028543"	558.276051085874	-1.666460414946	0.234304736287595	-7.11236333225685	1.14072476046298e-12	7.89272893787005e-11	"2L"	"NimB2"
"FBgn0085432"	13528.2812845858	1.36148019867187	0.19179523056242	7.09861342578474	1.26014742943552e-12	8.66010777350589e-11	"4"	"pan"
"FBgn0028331"	2464.11975030051	1.42402094960395	0.200817431893163	7.0911222007935	1.33028810064117e-12	9.08077870578611e-11	"X"	"l(1)G0289"
"FBgn0040775"	194.403936999433	-2.21582816201002	0.31270233138939	-7.08606217345652	1.37981839997827e-12	9.35608863078596e-11	"2R"	"CG12158"
"FBgn0261822"	5274.38079004059	1.37824947698508	0.194604659505145	7.08230460919999	1.41776585656887e-12	9.549732799445e-11	"2L"	"Bsg"
"FBgn0011705"	1251.23974281594	1.61823098005747	0.229288873724087	7.05760795879158	1.69393153587535e-12	1.13348537180185e-10	"2L"	"rost"
"FBgn0001234"	70475.6491156204	1.3577706693869	0.19280770411054	7.04209759485788	1.8936710777721e-12	1.25885807398824e-10	"3R"	"Hsromega"
"FBgn0032511"	178.150702937482	-2.09204889639208	0.297140480199566	-7.04060549066561	1.91406232658022e-12	1.26415116387321e-10	"2L"	"ND-B22"
"FBgn0261262"	2911.74120936776	1.40501025606247	0.199660084290285	7.03701123365117	1.96407025754076e-12	1.28881023157723e-10	"3R"	"CG42613"
"FBgn0032400"	1797.19874880411	1.4368361162632	0.204218944428969	7.03576311336269	1.98173373936606e-12	1.28912932857394e-10	"2L"	"CG6770"
"FBgn0037976"	326.201623039516	1.82330787528486	0.259169694062177	7.0351893645691	1.98990565909063e-12	1.28912932857394e-10	"3R"	"Tk"
"FBgn0040324"	2328.55482083993	1.4126103743592	0.200914739881435	7.0308946729982	2.05213376310575e-12	1.32102863952839e-10	"4"	"Ephrin"
"FBgn0267253"	811.373274280476	1.54385874641525	0.219699365846744	7.02714247929237	2.10806078973724e-12	1.34849599323381e-10	"X"	"CG32700"
"FBgn0028737"	1053.17886286812	-1.5237314240279	0.217207950641996	-7.01508125979847	2.29815348956584e-12	1.46090744639838e-10	"2R"	"eEF1beta"
"FBgn0033268"	721.793611362532	-1.57261728184779	0.22474791088671	-6.99724983268257	2.6103557891259e-12	1.6490638963478e-10	"2R"	"Obp44a"
"FBgn0026192"	1412.61481956567	1.44623771115251	0.206994221631037	6.98685064615184	2.81125228858268e-12	1.76501524859102e-10	"X"	"par-6"
"FBgn0003942"	1965.71494166925	-1.50939449847347	0.216142173166167	-6.9833409943235	2.88241644858174e-12	1.79859249684202e-10	"2L"	"RpS27A"
"FBgn0014427"	249.469195740619	-1.88515239105805	0.270503343038165	-6.9690539491487	3.19079335245311e-12	1.97887556023174e-10	"3R"	"CG11899"
"FBgn0010213"	164.801609079682	-2.14317279321187	0.308018956900272	-6.9579249757208	3.45321013332547e-12	2.12864244036687e-10	"2R"	"Sod2"
"FBgn0030136"	1583.05907072393	-1.64288903931884	0.236197530334632	-6.95557246932802	3.51133221229596e-12	2.15143132116037e-10	"X"	"RpS28b"
"FBgn0259745"	1654.03034464845	1.42129808919175	0.204378727243114	6.95423691283233	3.5447547919336e-12	2.15890425082375e-10	"2R"	"wech"
"FBgn0027339"	9382.31221787872	1.37090041652697	0.197295629670568	6.94845810227025	3.69300143563529e-12	2.23580461915753e-10	"3L"	"jim"
"FBgn0011760"	4417.28638414439	1.39646541321425	0.201009991445849	6.94724378211046	3.72491721987642e-12	2.24178302031734e-10	"X"	"ctp"
"FBgn0034331"	531.828310500034	-1.61672318353979	0.233326863519077	-6.92900576965758	4.23808521833664e-12	2.52687702518115e-10	"2R"	"CG15067"
"FBgn0013683"	111.222111707269	2.92111862936996	0.421599074690066	6.92866470714479	4.24831355133199e-12	2.52687702518115e-10	"MT"	"ND4L"
"FBgn0086664"	105.388148357128	2.96630207462843	0.429118761725301	6.91254342434765	4.76040208244845e-12	2.81500288259204e-10	"3R"	"snoRNA:Psi28S-2149"
"FBgn0030616"	1859.85783477751	-1.54002833636503	0.222904257967922	-6.90892291786841	4.88347201453682e-12	2.87108635028058e-10	"X"	"RpL37a"
"FBgn0019644"	711.347931051278	-1.7067992565208	0.247130889116957	-6.90645860830871	4.96901828594338e-12	2.9045910911684e-10	"3L"	"ATPsynB"
"FBgn0025352"	338.061015369585	-1.72028721684696	0.24927954112119	-6.90103651952178	5.16244579932318e-12	3.00041349856663e-10	"2R"	"Thiolase"
"FBgn0004910"	845.059828304148	1.54117588142599	0.223381558377413	6.89929774248463	5.22602360430511e-12	3.02010716360155e-10	"3L"	"Eip63F-1"
"FBgn0020415"	1366.30834697321	-1.4292160443862	0.207526244135177	-6.88691712386625	5.70144141110087e-12	3.27623506171226e-10	"2L"	"Idgf2"
